5.459	0.0	
5.454	0.0	
5.449	0.0	
5.443	0.0	
5.438	0.0	
5.433	0.0	
5.428	0.0	
5.422	0.0	
5.417	0.0	
5.412	0.0	
5.406	0.0	
5.401	0.0	
5.396	0.0	
5.390	0.0	
5.385	0.0	
5.380	0.0	
5.375	0.0	
5.369	0.0	
5.364	0.0	
5.359	0.0	
5.353	0.0	
5.348	0.0	
5.343	0.0	
5.337	0.0	
5.332	0.0	
5.327	0.0	
5.322	0.0	
5.316	0.0	
5.311	0.0	
5.306	0.0	
5.300	0.0	
5.295	0.0	
5.290	0.0	
5.284	0.0	
5.279	0.0	
5.274	0.0	
5.269	0.0	
5.263	0.0	
5.258	0.0	
5.253	0.0	
5.247	0.0	
5.242	0.0	
5.237	0.0	
5.231	0.0	
5.226	0.0	
5.221	0.0	
5.216	0.0	
5.210	0.0	
5.205	0.0	
5.200	0.0	
5.194	0.0	
5.189	0.0	
5.184	0.0	
5.178	0.0	
5.173	0.0	
5.168	0.0	
5.162	0.0	
5.157	0.0	
5.152	0.0	
5.147	0.0	
5.141	0.0	
5.136	0.0	
5.131	0.0	
5.125	0.0	
5.120	0.0	
5.115	0.0	
5.109	0.0	
5.104	0.0	
5.099	0.0	
5.094	0.0	
5.088	0.0	
5.083	0.0	
5.078	0.0	
5.072	0.0	
5.067	0.0	
5.062	0.0	
5.056	0.0	
5.051	0.0	
5.046	0.0	
5.040	0.0	
5.035	0.0	
5.030	0.0	
5.025	0.0	
5.019	0.0	
5.014	0.0	
5.009	0.0	
5.003	0.0	
4.998	0.0	
4.993	0.0	
4.987	0.0	
4.982	0.0	
4.977	0.0	
4.971	0.0	
4.966	0.0	
4.961	0.0	
4.956	0.0	
4.950	0.0	
4.945	0.0	
4.940	0.0	
4.934	0.0	
4.929	0.0	
4.924	0.0	
4.918	0.0	
4.913	0.0	
4.908	0.0	
4.902	0.0	
4.897	0.0	
4.892	0.0	
4.887	0.0	
4.881	0.0	
4.876	0.0	
4.871	0.0	
4.865	0.0	
4.860	0.0	
4.855	0.0	
4.849	0.0	
4.844	0.0	
4.839	0.0	
4.833	0.0	
4.828	0.0	
4.823	0.0	
4.818	0.0	
4.812	0.0	
4.807	0.0	
4.802	0.0	
4.796	0.0	
4.791	0.0	
4.786	0.0	
4.780	0.0	
4.775	0.0	
4.770	0.0	
4.764	0.0	
4.759	0.0	
4.754	0.0	
4.748	0.0	
4.743	0.0	
4.738	0.0	
4.733	0.0	
4.727	0.0	
4.722	0.0	
4.717	0.0	
4.711	0.0	
4.706	0.0	
4.701	0.0	
4.695	0.0	
4.690	0.0	
4.685	0.0	
4.679	0.0	
4.674	0.0	
4.669	0.0	
4.663	0.0	
4.658	0.0	
4.653	0.0	
4.648	0.0	
4.642	0.0	
4.637	0.0	
4.632	0.0	
4.626	0.0	
4.621	0.0	
4.616	0.0	
4.610	0.0	
4.605	0.0	
4.600	0.0	
4.594	0.0	
4.589	0.0	
4.584	0.0	
4.578	0.0	
4.573	0.0	
4.568	0.0	
4.563	0.0	
4.557	0.0	
4.552	0.0	
4.547	0.0	
4.541	0.0	
4.536	0.0	
4.531	0.0	
4.525	0.0	
4.520	0.0	
4.515	0.0	
4.509	0.0	
4.504	0.0	
4.499	0.0	
4.493	0.0	
4.488	0.0	
4.483	0.0	
4.478	0.0	
4.472	0.0	
4.467	0.0	
4.462	0.0	
4.456	0.0	
4.451	0.0	
4.446	0.0	
4.440	0.0	
4.435	0.0	
4.430	0.0	
4.424	0.0	
4.419	0.0	
4.414	0.0	
4.408	0.0	
4.403	0.0	
4.398	0.0	
4.392	0.0	
4.387	0.0	
4.382	0.0	
4.377	0.0	
4.371	0.0	
4.366	0.0	
4.361	0.0	
4.355	0.0	
4.350	0.0	
4.345	0.0	
4.339	0.0	
4.334	0.0	
4.329	0.0	
4.323	0.0	
4.318	0.0	
4.313	0.0	
4.307	0.0	
4.302	0.0	
4.297	0.0	
4.291	0.0	
4.286	0.0	
4.281	0.0	
4.275	0.0	
4.270	0.0	
4.265	0.0	
4.260	0.0	
4.254	0.0	
4.249	0.4	
4.244	0.4	
4.238	0.4	
4.233	0.4	
4.228	0.4	
4.222	0.4	
4.217	0.0	
4.212	0.0	
4.206	0.0	
4.201	0.0	
4.196	0.0	
4.190	0.0	
4.185	0.0	
4.180	0.0	
4.174	0.0	
4.169	0.0	
4.164	0.4	
4.158	0.4	
4.153	0.4	
4.148	0.8	
4.143	0.8	
4.137	0.8	
4.132	0.8	
4.127	0.8	
4.121	0.4	
4.116	0.4	
4.111	0.4	
4.105	0.4	
4.100	0.4	
4.095	0.4	
4.089	0.4	
4.084	0.4	
4.079	0.4	
4.073	0.4	
4.068	0.8	
4.063	1.2	
4.057	1.2	
4.052	1.2	
4.047	1.2	
4.041	1.2	
4.036	1.2	
4.031	0.8	
4.025	0.8	
4.020	0.8	
4.015	0.8	
4.009	0.8	
4.004	0.8	
3.999	0.8	
3.994	0.8	
3.988	0.8	
3.983	0.8	
3.978	1.2	
3.972	1.6	
3.967	2.0	
3.962	2.4	
3.956	2.8	
3.951	2.8	
3.946	2.4	
3.940	2.0	
3.935	1.6	
3.930	1.2	
3.924	0.8	
3.919	0.8	
3.914	0.8	
3.908	0.8	
3.903	0.8	
3.898	0.8	
3.892	0.8	
3.887	1.2	
3.882	1.6	
3.876	2.4	
3.871	3.2	
3.866	3.6	
3.860	4.0	
3.855	4.0	
3.850	3.6	
3.844	3.2	
3.839	2.8	
3.834	2.4	
3.829	2.0	
3.823	1.6	
3.818	1.2	
3.813	1.2	
3.807	1.2	
3.802	1.2	
3.797	1.6	
3.791	1.6	
3.786	2.0	
3.781	2.8	
3.775	3.6	
3.770	4.8	
3.765	5.6	
3.759	6.0	
3.754	5.6	
3.749	4.8	
3.743	4.4	
3.738	3.6	
3.733	2.8	
3.727	2.4	
3.722	2.0	
3.717	1.6	
3.711	1.6	
3.706	1.6	
3.701	1.6	
3.695	2.0	
3.690	2.4	
3.685	2.8	
3.679	3.6	
3.674	4.8	
3.669	6.0	
3.663	7.6	
3.658	8.0	
3.653	7.6	
3.647	6.8	
3.642	5.6	
3.637	4.8	
3.632	4.0	
3.626	3.2	
3.621	2.8	
3.616	2.4	
3.610	2.0	
3.605	2.0	
3.600	2.0	
3.594	2.4	
3.589	2.8	
3.584	3.6	
3.578	4.4	
3.573	5.6	
3.568	7.2	
3.562	8.8	
3.557	9.6	
3.552	10.0	
3.546	9.2	
3.541	8.0	
3.536	6.8	
3.530	5.6	
3.525	4.8	
3.520	4.0	
3.514	3.2	
3.509	2.8	
3.504	2.8	
3.498	2.8	
3.493	2.8	
3.488	2.8	
3.482	3.2	
3.477	4.0	
3.472	5.6	
3.466	7.2	
3.461	8.8	
3.456	10.4	
3.450	11.6	
3.445	11.6	
3.440	11.2	
3.434	10.0	
3.429	8.8	
3.424	7.2	
3.418	6.0	
3.413	5.2	
3.408	4.4	
3.402	3.6	
3.397	3.2	
3.392	2.8	
3.386	2.8	
3.381	2.8	
3.376	3.2	
3.370	4.0	
3.365	5.2	
3.360	7.2	
3.354	9.6	
3.349	11.6	
3.344	12.8	
3.338	13.6	
3.333	13.6	
3.328	12.8	
3.322	11.2	
3.317	9.6	
3.312	8.0	
3.306	6.8	
3.301	5.6	
3.296	4.8	
3.291	4.4	
3.285	3.6	
3.280	3.2	
3.275	3.2	
3.269	3.2	
3.264	3.6	
3.259	4.4	
3.253	6.0	
3.248	8.0	
3.243	10.4	
3.237	12.8	
3.232	14.4	
3.227	15.2	
3.221	14.8	
3.216	14.0	
3.211	12.8	
3.205	11.2	
3.200	9.6	
3.195	8.0	
3.189	6.8	
3.184	6.0	
3.179	5.2	
3.173	4.4	
3.168	4.0	
3.163	3.6	
3.157	3.6	
3.152	3.6	
3.147	4.0	
3.141	4.8	
3.136	6.4	
3.131	8.4	
3.125	11.2	
3.120	13.6	
3.115	15.2	
3.109	16.4	
3.104	16.8	
3.099	16.0	
3.093	14.8	
3.088	12.8	
3.083	11.2	
3.077	9.6	
3.072	8.0	
3.067	6.8	
3.061	6.0	
3.056	5.2	
3.051	4.4	
3.045	4.0	
3.040	3.6	
3.035	3.6	
3.029	3.6	
3.024	4.0	
3.019	5.2	
3.013	6.8	
3.008	9.6	
3.003	13.2	
2.997	16.4	
2.992	18.8	
2.987	19.6	
2.981	19.6	
2.976	18.4	
2.971	16.4	
2.965	14.4	
2.960	12.0	
2.955	10.0	
2.949	8.4	
2.944	7.2	
2.939	6.0	
2.933	5.2	
2.928	4.4	
2.923	4.0	
2.917	3.6	
2.912	3.6	
2.907	3.6	
2.901	4.0	
2.896	4.0	
2.891	5.2	
2.885	7.2	
2.880	10.4	
2.875	14.4	
2.869	18.0	
2.864	20.4	
2.859	21.6	
2.853	21.2	
